StationCode,SamplingPoint,"""Countrycode",Timezone,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,AirQualityStationNatCode,SamplingProces,Sample,AirPollutantCode,ObservationDateBegin,ObservationDateEnd,Projection,Longitude,Latitude,Altitude,MeasurementType,AirQualityStationType,AirQualityStationArea,EquivalenceDemonstrated,MeasurementEquipment,InletHeight,BuildingDistance,"KerbDistance""",Air Quality Station Name
NO_5_65114,SPO_NO0127A_5_2964,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO032A,STA_NO0127A,NO0127A,1145,SPP_NO0127A_5_2964,SAM_NO0127A_5_2964,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-19T17:00:00,,EPSG:4979,16.537423,68.79222699963832,100.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Seljestad Rv83
NO_5_65116,SPO_NO0130A_5_3000,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO033A,STA_NO0130A,NO0130A,1148,SPP_NO0130A_5_3000,SAM_NO0130A_5_3000,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-05-29T10:00:00,,EPSG:4979,10.93785,60.88592999954408,141.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Ringsakervegen
NO_5_65121,SPO_NO0129A_5_2950,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO031A,STA_NO0129A,NO0129A,1141,SPP_NO0129A_5_2950,SAM_NO0129A_5_2950,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-11-03T16:00:00,,EPSG:4979,10.953203000000002,59.92861199953487,100.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Solheim
NO_5_65126,SPO_NO0126A_5_2991,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO034A,STA_NO0126A,NO0126A,1147,SPP_NO0126A_5_2991,SAM_NO0126A_5_2991,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-02-06T08:00:00,,EPSG:4979,14.419057000000002,67.2755009996178,100.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Olav V gate
NO_5_65128,SPO_NO0128A_5_2972,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO030A,STA_NO0128A,NO0128A,1146,SPP_NO0128A_5_2972,SAM_NO0128A_5_2972,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-24T19:00:00,,EPSG:4979,10.411165,59.26372499952878,100.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Nedre Langgate
NO_5_65132,SPO_NO0132A_5_3040,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0132A,NO0132A,1152,SPP_NO0132A_5_3040,SAM_NO0132A_5_3040,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-11-29T16:00:00,,EPSG:4979,10.82472,59.91415999953474,100.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Bryn skole
NO_5_69326,SPO_NO0134A_5_3121,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO008A,STA_NO0134A,NO0134A,1162,SPP_NO0134A_5_3121,SAM_NO0134A_5_3121,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-01-16T10:00:00,,EPSG:4979,8.023775,58.16232399951925,10.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR,3,-9900,"-9900""",Bjørndalssletta
NO_5_69418,SPO_NO0135A_5_3126,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO005A,STA_NO0135A,NO0135A,1164,SPP_NO0135A_5_3126,SAM_NO0135A_5_3126,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-02-01T00:00:00,,EPSG:4979,10.165301,59.74952599953322,4.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Backeparken
NO_5_69422,SPO_NO0136A_5_3124,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO005A,STA_NO0136A,NO0136A,1163,SPP_NO0136A_5_3124,SAM_NO0136A_5_3124,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-02-01T00:00:00,,EPSG:4979,10.144396999999998,59.75361799953324,100.0,automatic,traffic,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Vårveien
NO_5_70757,SPO_NO0139A_5_3142,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO006A,STA_NO0139A,NO0139A,1168,SPP_NO0139A_5_3142,SAM_NO0139A_5_3142,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-10-13T17:00:00,,EPSG:4979,10.368372000000004,63.41535799957081,106.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,4.5,-9900,"-9900""",Åsveien skole
NO_5_71584,SPO_NO0140A_5_3171,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0140A,NO0140A,1172,SPP_NO0140A_5_3171,SAM_NO0140A_5_3171,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-02-18T17:00:00,,EPSG:4979,10.735978,59.91405099953472,6.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,5,-9900,"-999""",Spikersuppa
NO_5_73250,SPO_NO0141A_5_3178,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO009A,STA_NO0141A,NO0141A,1174,SPP_NO0141A_5_3178,SAM_NO0141A_5_3178,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-06-09T13:00:00,,EPSG:4979,5.726498000000001,58.9726489995262,100.0,automatic,background,rural-remote,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Vågen
NO_5_73254,SPO_NO0142A_5_3183,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO017A,STA_NO0142A,NO0142A,1175,SPP_NO0142A_5_3183,SAM_NO0142A_5_3183,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-07-01T09:00:00,,EPSG:4979,10.575860999999998,59.89882299953459,21.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",E18 Høvik kirke
NO_5_76728,SPO_NO0145A_5_3060,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO006A,STA_NO0145A,NO0145A,1155,SPP_NO0145A_5_3060,SAM_NO0145A_5_3060,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-11-27T11:00:00,,EPSG:4979,10.444352,63.41049099957075,100.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Omkjøringsvegen
NO_5_76730,SPO_NO0146A_5_3145,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0146A,NO0146A,1169,SPP_NO0146A_5_3145,SAM_NO0146A_5_3145,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-11-13T14:00:00,,EPSG:4979,10.758407999999998,59.90309499953464,5.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Loallmenningen
NO_5_76952,SPO_NO0143A_5_3173,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0143A,NO0143A,1173,SPP_NO0143A_5_3173,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,EPSG:4979,,,10.766,59.916943999534766,8.6,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,-999,-999,"-999""",Vahl skole
NO_5_76957,SPO_NO0147A_5_3157,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO035A,STA_NO0147A,NO0147A,1170,SPP_NO0147A_5_3157,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,EPSG:4979,,,11.042884,59.95831199953515,107.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,-999,-999,"-999""",Vollaparken øst
SE_5_30862,SPO-SE0066A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0066A,SE0066A,18643,SPP-SE0066A_00005_100_100,SPO_F-SE0066A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2005-06-17T01:00:00,2018-10-17T01:00:00,EPSG:4979,18.631314,59.83238199953396,24.0,automatic,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,3,-999,"-999""",Norr Malma
SE_5_30886,SPO-SE0058A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0001C,STA-SE0058A,SE0058A,8813,SPP-SE0058A_00005_100_101,SPO_F-SE0058A_00005_100_101,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2009-01-01T01:00:00,,EPSG:4979,13.00623,55.58474699949976,11.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB-FDMS,3,27,"4""",Malmö Dalaplan
SE_5_30902,SPO-SE0022A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0022A,SE0022A,8781,SPP-SE0022A_00005_100_100,SPO_F-SE0022A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2001-04-01T01:00:00,,EPSG:4979,18.057807,59.31600699952924,58.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,20,-999,"-999""",Stockholm Torkel Knutssongatan
SE_5_30936,SPO-SE0113A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0008C,STA-SE0113A,SE0113A,31916,SPP-SE_Beta_opsisSM200,SPO_F-SE0113A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2012-01-01T00:00:00,,EPSG:4979,12.944741000000002,57.72078899951563,143.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3,2,"2""",Borås Kungsgatan
SE_5_30950,SPO-SE0021A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0007C,STA-SE0021A,SE0021A,9028,SPP-SE_TEOM_TEOM1400,SPO_F-SE0021A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2000-01-01T00:00:00,,EPSG:4979,11.994604000000002,57.70093699951548,4.8,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,2.5,70,"8""",Göteborg Gårda
SE_5_30965,SPO-SE0106A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0012C,STA-SE0106A,SE0106A,19921,SPP-SE0106A_00005_100_100,SPO_F-SE0106A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2008-01-01T01:00:00,,EPSG:4979,18.716063,63.29137499956939,10.0,active,traffic,urban,inprogress,3,1,"4""",,Örnsköldsvik Centralesplanaden 15C
SE_5_30985,SPO-SE0071A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0071A,SE0071A,20415,SPP-SE0071A_00005_100_101,SPO_F-SE0071A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-03-05T01:00:00,,EPSG:4979,17.922358,59.4435349995304,34.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,30,"12""",Sollentuna E4 Häggvik
SE_5_30996,SPO-SE0087A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0087A,SE0087A,18644,SPP-SE_TEOM_TEOM1400,SPO_F-SE0087A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2006-01-01T00:00:00,,EPSG:4979,18.004391,59.32552599952933,16.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,2,30,"3""",Stockholm E4/E20 Lilla Essingen
SE_5_31002,SPO-SE0059A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE2480A,STA-SE0059A,SE0059A,13532,SPP-SE_TEOM_TEOM1400,SPO_F-SE0059A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2006-01-01T01:00:00,2016-01-01T01:00:00,EPSG:4979,20.258491000000003,63.8288589995755,15.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,4,3,"1""",Umeå Västra Esplanaden
SE_5_31023,SPO-SE0014R_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE0014R,SE0014R,8105,SPP-SE0014R_00005_100_100,SPO_F-SE0014R_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2005-12-04T01:00:00,2017-12-31T01:00:00,EPSG:4979,11.914179999999998,57.39361199951304,2.0,active,background,rural,inprogress,3,-999,"-999""",,Råö
SE_5_31026,SPO-SE0003A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0003A,SE0003A,8780,SPP-SE0003A_00005_100_100,SPO_F-SE0003A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2002-02-12T01:00:00,2018-10-17T01:00:00,EPSG:4979,18.048660000000005,59.31722199952927,24.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,3,3,"0.5""",Stockholm Hornsgatan 108 Gata
SE_5_31069,SPO-SE0067A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0007C,STA-SE0067A,SE0067A,11636,SPP-SE_TEOM_TEOM1400,SPO_F-SE0067A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2002-01-01T00:00:00,,EPSG:4979,11.960547,57.69785799951545,9.3,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,2.5,0,"5""",Göteborg Haga
SE_5_31082,SPO-SE0004A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE0004A,SE0004A,8577,SPP-SE_TEOM_TEOM1405DF,SPO_F-SE0004A_00005_101_101,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-02-12T00:00:00,,EPSG:4979,11.970241,57.709019999515526,31.3,automatic,background,urban,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,30,-999,"-999""",,Göteborg Femman
SE_5_31088,SPO-SE0001A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0001C,STA-SE0001A,SE0001A,8773,SPP-SE0001A_00005_100_102,SPO_F-SE0001A_00005_100_101,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2013-01-01T01:00:00,,EPSG:4979,13.001964,55.60638799949989,25.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405F-FDMS,20,-999,"-999""",Malmö Rådhuset
SE_5_31104,SPO-SE0072A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0072A,SE0072A,20416,SPP-SE_TEOM_TEOM1400AB,SPO_F-SE0072A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2007-01-01T00:00:00,,EPSG:4979,17.621084,59.198114999528165,28.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,2,2.5,"2.5""",Södertälje Turingegatan 26
SE_5_31107,SPO-SE0091A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE2482A,STA-SE0091A,SE0091A,32421,SPP-SE0091A_00005_100_100,SPO_F-SE0091A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2011-01-01T01:00:00,2021-06-01T01:00:00,EPSG:4979,20.960501000000004,64.75050399958594,10.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3.6,5.2,"2.3""",Skellefteå Viktoriagatan
SE_5_31111,SPO-SE0095A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0012C,STA-SE0095A,SE0095A,32423,SPP-SE_TEOM_TEOM1400A,SPO_F-SE0095A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2011-02-21T01:00:00,2014-01-01T01:00:00,EPSG:4979,17.30889,62.38855999955954,7.0,automatic,traffic,urban,no,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400A,2.8,1,"2""",Sundsvall Köpmangatan
SE_5_31124,SPO-SE0005R_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE0005R,SE0005R,102,SPP-SE0005R_00005_100_101,SPO_F-SE0005R_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-11T01:00:00,,EPSG:4979,15.31973,63.845496999575694,380.0,automatic,background,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC,3,-999,"-999""",Bredkälen
SE_5_31143,SPO-SE0093A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE1380A,STA-SE0093A,SE0093A,21758,SPP-SE_Beta_opsisSM200,SPO_F-SE0093A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2007-01-06T01:00:00,2013-12-31T01:00:00,EPSG:4979,12.863374,56.67205799950749,6.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,4,6,"3""",Halmstad Viktoriagatan
SE_5_31201,SPO-SE0027A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0027A,SE0027A,8779,SPP-SE_TEOM_TEOM1400,SPO_F-SE0027A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2002-01-01T00:00:00,,EPSG:4979,18.058254,59.34082699952947,8.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,4.5,"1""",Stockholm Sveavägen 59 Gata
SE_5_31212,SPO-SE0092A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0092A,SE0092A,24987,SPP-SE0092A_00005_100_101,SPO_F-SE0092A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-11-20T01:00:00,2021-11-22T01:00:00,EPSG:4979,15.630535000000002,58.41096499952133,48.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,3,"1""",Linköping Hamngatan 16
SE_5_33462,SPO-SE0114A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0114A,SE0114A,36242,SPP-SE0114A_00005_101_100,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,EPSG:4979,,,17.634752,59.20134099952823,37.0,traffic,urban,-999,-999,"-999""",,,,Södertälje Birkakorset
SE_5_53158,SPO-SE30312_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0010C,STA-SE30312,SE30312,30312,SPP-SE30312_00005_100_100,SPO_F-SE30312_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2010-01-01T01:00:00,2020-12-31T01:00:00,EPSG:4979,16.192314,58.59597399952292,6.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,2.3,25,"2""",Norrköping Packhusgatan
SE_5_53163,SPO-SE36365_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0011C,STA-SE36365,SE36365,36365,SPP-SE36365_00005_100_100,SPO_F-SE36365_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2013-06-25T01:00:00,,EPSG:4979,14.173671000000002,57.78156799951612,90.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3,-999,"-999""",Jönköping Lantmätaregränd
SE_5_53201,SPO-SE0056A_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0001C,STA-SE0056A,SE0056A,9611,SPP-SE0056A_00005_101_100,SPO_F-SE0056A_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2013-01-01T01:00:00,,EPSG:4979,12.833638,55.87742899950177,10.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3,1,"2""",Landskrona Eriksgatan
SE_5_53230,SPO-SE36364_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE1880A,STA-SE36364,SE36364,36364,SPP-SE36364_00005_100_100,SPO_F-SE36364_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2013-01-01T01:00:00,,EPSG:4979,15.214897,59.26831999952882,26.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,2.5,5,"9""",Örebro Rudbecksskolan
SE_5_56159,SPO-SE155531_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0001C,STA-SE155531,E155531,155531,SPP-SE155531_00005_100_100,SPO_F-SE155531_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-01-01T01:00:00,,EPSG:4979,13.157458,55.37287499949833,1.7,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3.85,26.5,"4.8""",Trelleborg Hamngatan
SE_5_56166,SPO-SE155530_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0003C,STA-SE155530,E155530,155530,SPP-SE155530_00005_100_100,SPO_F-SE155530_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-03-02T01:00:00,,EPSG:4979,16.55046,59.60987099953191,23.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,4,43,"13""",Västerås Melkertorget
SE_5_56167,SPO-SE156417_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE156417,E156417,156417,SPP-SE156417_00005_100_100,SPO_F-SE156417_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-02-02T01:00:00,,EPSG:4979,17.646309,59.8570939995342,15.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,2.7,3,"2""",Uppsala Kungsgatan 67
SE_5_56190,SPO-SE38350_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0001C,STA-SE38350,SE38350,38350,SPP-SE38350_00005_100_100,SPO_F-SE38350_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2015-04-09T01:00:00,,EPSG:4979,13.180275,55.70333599950057,40.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,3,15,"3.5""",Lund Trollebergsvägen
SE_5_58078,SPO-SE36245_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE36245,SE36245,36245,SPP-SE36245_00005_100_100,SPO_F-SE36245_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2013-01-25T01:00:00,,EPSG:4979,17.147120000000005,60.67154899954196,10.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,2.5,4,"2.5""",Gävle Södra Kungsgatan 12
SE_5_58082,SPO-SE37479_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE37479,SE37479,37479,SPP-SE37479_00005_100_100,SPO_F-SE37479_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-06-24T01:00:00,,EPSG:4979,17.919923000000004,59.48899899953082,39.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,32,"25""",Sollentuna Ekmans Väg 11
